platform,market_id
polymarket,36538842701383075131399258783814730353525125143988435459349182813934073807848
kalshi,KXSENATEMNR-26-RWHI
kalshi,KXSENATEOKR-26-JBRE
kalshi,KXSENATEALR-26-JHUD
polymarket,38275854098013999527928166905902357575939456071365010651895033189612302559593
kalshi,KXGOVFLNOMD-26-SJON
polymarket,62891429916471813954951356854807218947383420886927642487194070993262711768702
kalshi,KXGOVFLNOMD-26-ANIX
polymarket,28815842972446673451213198665469088468655964279587951907542910610218812012640
kalshi,KXSENATEIAR-26-JCAR
polymarket,36305650332189636025845852143524528944872686450289494689420227490356800365963
polymarket,24705275846422360545422327369573431987630396891388452040729455645077026470490
polymarket,79246193681800283357784567100554729513518776086461217965393975516928341053816
kalshi,KXSENATEMED-26-DKLEB
kalshi,KXSENATEMID-26-RTLA
kalshi,KXSENATENHR-26-CS
polymarket,99343474871009823607494558635120104293803150001964613391960332177771560779263
kalshi,KXGOVNYNOMD-25-KH
polymarket,112635648457031126363287494444965230505165834862837441014965922453747691499419
kalshi,KXSENATEMID-26-DNES
kalshi,KXSENATEFLD-26-ANIX
polymarket,60817425602454544860835763007747547298935628065102117892104799998133000803828
kalshi,KXSENATEFLD-26-JWEI
polymarket,69060840760964443164484915892336307037725912099930873502153110885453588469935
kalshi,KXSENATEIAR-26-JSMI
polymarket,96011525263207383644927743136547397906599245093038004675193926110749069449648
kalshi,KXSENATESCR-26-PDANS
polymarket,30301756432645222283090613187464947126705351789288833513996291475573522252549
kalshi,KXSENATECOR-26-MBAI
polymarket,16091931318943051378583471978672464994996149817539976174834029719435493332806
kalshi,KXSENATEMER-26-DSME
kalshi,KXGOVNYNOMR-26-BBLA
kalshi,KXTXPRIMARY-32R26-PBON
kalshi,KXSENATECOD-26-NMIN
polymarket,97416824676476199837465129377427188647300722249020014222785358100868557889025
kalshi,KXSENATELAD-26-GCRO
polymarket,40010168395248509712150414485341034362902771588181848254109133902984972873806
kalshi,KXSENATELAR-26-JEME
kalshi,KXSENATELAR-26-BMIG
kalshi,KXSENATEOKR-26-NHAN
polymarket,76398629279365179779361177094774153469640575270871324175783264625276164312242
kalshi,KXTXPRIMARY-32R26-DDAY
kalshi,KXSENATELAR-26-ESKR
kalshi,KXSENATEMND-26-IOMA
polymarket,14555118283368107372504340896033576039014567155296470550780809110316829655054
kalshi,KXNY12D-26-CKAS
kalshi,HOUSECA45-26-D
polymarket,46673777763694916398875529692342633408590099825859504980336071003257635967376
kalshi,HOUSENH1-26-D
polymarket,15841973896294397863780283211777886833063131427675236235397936182214462263761
kalshi,HOUSENY19-26-D
polymarket,110513625685552508307985945547975220111251271956311568244995722139152190564594
kalshi,HOUSENY22-26-D
polymarket,94642975307457823038655541464684168636538661255044937628584087934091718205759
kalshi,HOUSETX15-26-D
polymarket,6584875983046678011286869107197719818123093254495444235544680527373303971994
polymarket,82410058691149830741200014405570918770267839390767234397030380747995715352939
kalshi,SENATEOHS-26-D
polymarket,83018072688154066292491996133599479395547801317505487833443670253228061205312
kalshi,KXSENATEALD-26-MWHE
polymarket,101372035362516180482849315386256499283847231982451145881927904748942378772729
kalshi,KXGOVCONOMR-26-SBOT
kalshi,KXSENATEDER-26-MKAT
polymarket,39300828628304401363238148392918829596081722492346461630801512830802174434089
kalshi,KXSENATEFLD-26-JJEN
polymarket,23416138338307903139142283851873371681551506966205558303302277307157261560693
kalshi,KXGOVGANOMD-26-JEST
kalshi,KXGOVGANOMD-26-RROM
kalshi,KXGOVGANOMR-26-CC
kalshi,KXGOVGANOMR-26-BR
kalshi,KXSENATEGAR-26-JKIN
kalshi,KXSENATEGAR-26-RMCC
kalshi,KXSENATEKSD-26-PSCH
polymarket,103095836961734992748547928543161976081685050079193703330709570981011258699561
kalshi,KXSENATEMAD-26-ARIK
polymarket,6789267453059418641726996256813572814866799619639008966972059347464991656195
kalshi,KXGOVMNNOMD-26-SSIM
kalshi,KXGOVMNNOMR-26-MLIN
kalshi,KXGOVMNNOMR-26-KQUA
kalshi,KXSENATEMNR-26-DHAN
polymarket,25404533007135016146486411958308773014387372032453381590494954820673004331865
kalshi,KXSENATENJR-26-RTAB
polymarket,54786372405419103069241280242567192305848379313144139944913472740721831144877
kalshi,KXNY10D-26-AAVI
kalshi,KXNY12D-26-EBOT
kalshi,KXNY12D-26-LELK
kalshi,KXSENATEOKR-26-KSTI
kalshi,KXGOVSCNOMR-26-PEVE
kalshi,KXTXPRIMARY-19R26-MSMI
kalshi,KXTXPRIMARY-38R26-BMCN
kalshi,KXSENATEVAR-26-DWIL
polymarket,18602907265143506714183012308291488063136162959978522915464609874688552772669
kalshi,KXGOVWINOMD-26-FHON
kalshi,KXGOVAZNOMR-26-KTR
kalshi,KXSENATECOR-26-DJON
polymarket,94509910138943869809873673971389505329720901050311969936848691724918864463020
kalshi,KXGOVFLNOMR-26-WS
polymarket,8376602694257219614824206423133340643571149373101380178057669122255352480193
kalshi,KXSENATEGAR-26-RB
polymarket,20375332101194971743833922808951848991068500081572795535070864925806873524347
kalshi,KXGOVMNNOMR-26-BKOH
kalshi,KXNY12D-26-LDUN
kalshi,KXSENATEOHSD-26-SB
polymarket,55679405818179773145926481664262296890082605172358511364723728842818104463049
kalshi,KXSENATEFLD-26-JM
polymarket,56973986517191889376333219356182373409697127669926045614168102962442156164612
kalshi,KXSENATEOKD-26-RLAV
polymarket,14325660977961222221885011413356665475684990306064165528061385529713015929939
polymarket,52475537483323213505187450060586520701326590639424452715389491758460915878018
kalshi,KXSENATESCR-26-TMUR
polymarket,96763838311831698743251907744866319595734480116908198274897447530185692798694
kalshi,KXSENATEWVR-26-AGAA
polymarket,32244594344203029759722279912076859013329453928692965702916979619102677621999
kalshi,KXGOVFLNOMD-26-DLEV
polymarket,6121519167339910421945801524717313385227390030565698031702552002421634625844
kalshi,KXGOVFLNOMR-26-CDES
polymarket,57352413685299269646418705278990715469909775231079524250584317122356282161302
kalshi,KXSENATEGAR-26-BRAF
kalshi,KXSENATEKYD-26-JRAN
polymarket,21540053646504114598755250900804434475215114068038231479289344368698790473357
kalshi,KXSENATEMND-26-KELL
polymarket,92948112751916439043739075713501743380748636849097478025929320762304549983126
kalshi,KXSENATEMND-26-MLOP
polymarket,14097341658304786608579246953005199060471071467082182691187923363592334628755
kalshi,KXSENATEOHSD-26-GL
polymarket,33131489389952716692567035453681662325159707824939250440220081815166706683848
kalshi,KXSENATEOKR-26-WWAS
polymarket,22410142056280510458558840300478849926175802440683190076586615076296924872355
kalshi,KXSENATEWVR-26-SMOO
polymarket,80279183135329180370663350472065801485807029559175952691031149393980047935274
kalshi,KXSENATEALR-26-MMUR
polymarket,100997089448304575568480748225611462282194749446452792087603723306937365431449
kalshi,KXGOVCONOMR-26-MBAI
kalshi,KXGOVFLNOMD-26-JPIZ
polymarket,59460811371951921143133752595830515305837936634146942896477791420509592611905
kalshi,KXGOVFLNOMR-26-PREN
kalshi,KXSENATEFLD-26-CC
polymarket,50538440368367043108262354426594829733410006088689559258526669759956924547681
kalshi,KXKXSENATEIAD-26-NSAG
polymarket,1496801606809911488653764392218074980915065383033395065199996564412428081767
kalshi,KXSENATEIDR-26-JRIS
polymarket,24068780932723240484982546192549746094908406687722336026036108050590338237170
kalshi,KXSENATELAR-26-KSEI
polymarket,107402309985394041331618299637096816567392580543288919910557624476634939956270
kalshi,KXSENATEMTD-26-ABAN
polymarket,99820114345710403169999011602255324449259509745685809744752508860550392925
kalshi,KXSENATEMTD-26-MHUM
polymarket,94141401709108925535735355046890587030562994329496010537844183956683917075646
kalshi,KXSENATENER-26-EDUN
polymarket,90783695190547620038787137951226221074688238620620898081956452371639338781737
kalshi,KXSENATEOKR-26-SBIC
kalshi,KXTXPRIMARY-32R26-RBIN
kalshi,KXSENATEWVR-26-TWIL
polymarket,6467511989170077633123294522146032824125957408375774230380862507844018114500
kalshi,HOUSENY18-26-D
polymarket,63140740428716707280026056975794084854010610423100519220636578559614000754781
kalshi,KXSENATELAR-26-SWYA
polymarket,76600227411824540569582060767955972763377524272099368918305620976043978359343
kalshi,KXGOVMNNOMR-26-SJEN
kalshi,KXGOVMNNOMR-26-KROB
kalshi,KXSENATEMND-26-JFRE
polymarket,14044521094903662095931894955606148958454349388596488651200179242797515705783
kalshi,KXSENATEMND-26-BMCC
polymarket,96159135414111641607088120212607300739258393172147505851419541161675476944880
kalshi,KXSENATEMND-26-DWEL
polymarket,72586364155544983226109490455643546294055120659510972554031783259080458580843
kalshi,KXSENATEMNR-26-JCOL
polymarket,4347021244338281872536716708567462603336621940605139518686896693830732445947
kalshi,KXSENATEMNR-26-KROB
polymarket,27249888863371509640485706634819243579121641955111008655642175617512786159663
kalshi,KXSENATEMNR-26-AGRU
polymarket,105174036392101605015189016686402165455120425293711172374457304391736973915061
kalshi,HOUSECA49-26-D
polymarket,104036299545597550224954508385716352383975603171183358856957817363966564935570
kalshi,KXSENATEMND-26-MHOR
polymarket,30238636805601222942670212353271394329125980405596889287613757107806516351236
kalshi,KXSENATEMND-26-SSIM
polymarket,103658831852448334310211214945258363829744208196300484348932628609068129972843
kalshi,KXSENATEOHSD-26-TR
polymarket,33394067404831045748546532268329339547383742412215095296083297084956886338329
polymarket,43766390003523832907037440150339992036295312812370412957523528070317763320015
kalshi,KXSENATEORD-26-JRYA
polymarket,39886857863278002502876510273988121325600324626612130564623656528828850424719
kalshi,KXGOVFLNOMR-26-MG
polymarket,34087132451909576991490277443128554612086812877015551593647334013623403361541
kalshi,KXGOVFLNOMR-26-JP
polymarket,95232319458221187252524811774497568128664413283806580143788936701442431814675
kalshi,KXSENATEFLD-26-JATK
polymarket,81527741477974226905098707518175089866484729899338984195496196876751039695647
kalshi,KXSENATEMED-26-JG
polymarket,112709069152390670158768840374625484791639667888012609196878782330674715301016
kalshi,KXSENATEMED-26-TJ
polymarket,37461989084413653734795809421098376373424254817858315797538209587257222021969
kalshi,KXSENATEMED-26-CP
polymarket,40582400653155619328075956469552500170030522046193955547557477713370279563057
kalshi,KXSENATENER-26-PRIC
polymarket,108291499698108152959697793115641774513911822862361462110270284885353374675485
kalshi,KXGOVNYNOMR-26-MLAW
kalshi,KXSENATEOHSD-26-AR
polymarket,26555513581749075016862373704015051895341510601304042608874823134975582236810
kalshi,KXSENATESDR-26-JMCN
polymarket,6353093976917225092703808246266084449150938949457904808276955261688650820672
kalshi,KXSENATESDR-26-KNOE
polymarket,77305704125792438268427136822863748537854637541976447396962172146704966563294
kalshi,KXSENATEIAR-26-JERN
kalshi,KXSENATEMED-26-JWOO
polymarket,64042023499171690072089529671394245926342142288867064196322402966461454126280
kalshi,KXSENATEMER-26-SCOL
kalshi,KXSENATEOKR-26-RMEI
polymarket,46208600053023897395105283102885777349112673641072644524599478971283329255068
kalshi,HOUSEMI8-26-D
polymarket,40998004024518769727715136534481229852277056748646105714813641637686167793485
kalshi,HOUSEOH9-26-D
polymarket,65572553957974162720266895822584213678027747609322437193492482509621073910869
kalshi,HOUSEPA17-26-D
polymarket,92766935796166214397022548007993643468606651430020985430987394684946156700742
kalshi,KXHOUSETX9-26-D
polymarket,3535025439604955832684070719622409685476325682880146770888196381093172084442
kalshi,KXHOUSETX35-26-D
polymarket,5339899814292845593775846980480523063906400681832167807317855849721141409634
kalshi,KXSENATEKSD-26-SDAV
polymarket,106581566020488913653445224622556793862885833062318107572792938892611657971676
kalshi,KXSENATEKYD-26-AMCG
polymarket,59127773769942179148636566685694854641873042033531138511757526155591590839493
kalshi,KXGOVMENOMR-26-JBUS
kalshi,KXNY12D-26-JSCH
kalshi,KXGOVWINOMD-26-KROY
